0,389459781949157
0,388217092928577
0,368374191470618
0,33976646964893
0,313718253631945
0,32829421699899
0,352260079873847
0,373814888160589
0,390004028561527
0,402146919030764
0,379503272631905
0,353588876129868
0,358309570578071
0,361271825140003
0,335754425579567
0,331218684278996
0,340158639466464
0,342725531837309
0,365932329923814
0,339293885402984
0,313034243030955
0,305994500441474
0,286775497787993
0,282544539306566
0,28727264648642
0,30554672805385
0,295526926133561
0,312432609620705
0,313155452671067
0,296141171346484
0,297357541554308
0,296884583908545
0,309147091009257
0,310878523635155
0,30650977133145
0,292757959627899
0,290906226295468
0,313579407252175
0,315070060656904
0,288600508216117
0,288354881307275
0,300418128106006
0,282412517137086
0,26707812773859
0,258144862148047
0,265917451938576
0,26440184935201
0,274252260385198
0,292636376001237
0,317533420095003
0,329653619271542
0,323221028192537
0,295851608429035
0,298179570570671
0,280037088068219
0,261974096909153
0,249950410542055
0,264338467565522
0,26100263856398
0,246680340979565
0,241276106266899
0,218336285654612
0,209168250890992
0,212371672616513
0,193298192877927
0,201127504124831
0,192950600522081
0,165939862344386
0,143270869210023
0,161505281353139
0,188821273384998
0,205088047615759
0,176164286581876
0,195840637109168
0,199447819497179
0,191124930326419
0,172090798705858
0,198206185450873
0,17290849255999
0,199864009949315
0,18965369410331
0,199783481149833
0,228305049020939
0,234130847977535
0,234996367476413
0,212645328763241
0,209541790880981
0,189476335840056
0,179350250968407
0,163044489823768
0,191316364487315
0,205076574131416
0,201085584089665
0,18689853507881
0,195833217350688
0,188527411054134
0,179758692616484
0,188549659922043
0,162288750262134
0,175526173424686
0,161475666817965
0,156970802409095
0,159490206576646
0,129639910049569
0,157220962111475
0,183074387057253
0,175565557012132
0,158519786721337
0,187240566474963
0,207420973143271
0,178392113604765
0,170253040492652
0,179938790407003
0,179647444016136
0,205535462277725
0,220001440518536
0,198540052035143
0,213546218314928
0,185884120541571
0,159161679516156
0,140094528645321
0,121983080083496
0,135098426777449
0,158735194787725
0,178697732267295
0,162253514655052
0,152511278927564
0,167774566904537
0,14851623515995
0,129429223844516
0,0998750531114054
0,102049954185285
0,12442625059021
0,115891134536774
0,126897158532821
0,151191707095686
0,128802089974657
0,157173954372841
0,16541870126753
0,17043079582063
0,18558858715258
0,169530819561114
0,150744584766563
0,150438093226607
0,133161191620473
0,139572139396133
0,113646599125884
0,139946955475
0,129871888202555
0,154340592233623
0,138496174420461
0,144721289703027
0,151174354781943
0,121635886147448
0,123940460180836
0,0980014021359388
0,110381191033116
0,119263827190391
0,0994509931837444
0,113476262857893
0,119071923531159
0,126299805509066
