5290,11579678195
5290,11579678195
5288,77677431106
5286,33230816682
5281,18462116699
5275,4125098006
5269,79225570606
5263,34768551335
5252,94214988842
5241,27142534502
5224,64729101539
5206,74014657231
5187,2773707163
5168,82048346551
5138,76587496864
5106,87907975562
5073,92235356175
5042,24156054773
5004,53723890695
4981,16114797982
4944,27967622182
4902,31495999131
4852,78519059643
4832,18499258095
4807,73355355735
4759,29479495888
4722,04293623029
4660,74530098101
4618,59317314932
4571,94114467425
4502,97722625685
4440,45682853482
4369,45332051621
4308,48278032192
4229,46097249569
4188,6999218307
4112,29426393001
4053,05644908858
3984,92844161807
3923,46699274419
3889,19901040066
3799,50956861839
3731,1272903565
3651,14083107
3559,40788818831
3457,5279648449
3358,37204968183
3292,36575208659
3219,74320368718
3173,14522316025
3088,14196263074
3006,87234370545
2951,41100939001
2879,54846595244
2808,46764075368
2750,72637958058
2682,4930554234
2587,68702128515
2512,16178330452
2429,76227026888
2354,39740301892
2300,46537578799
2212,47399382688
2134,93797782201
2052,31948251367
2011,04310607121
1932,57796324072
1891,59072662201
1838,24487136931
1781,4616610057
1753,2170053484
1716,50709101209
1677,33509974356
1644,66153317982
1603,36852448665
1566,60692380379
1513,94219802672
1494,20906089275
1447,59025805015
1409,99088106733
1387,60433253143
1361,18394358214
1342,10592928888
1322,7717493778
1282,95099402171
1268,86446021836
1237,8605615889
1215,59787237104
1191,35267754726
1181,169017761
1166,33296404702
1143,46218816911
1131,91437286433
1115,38456270815
1108,55023275751
1101,44518590153
1096,28479381776
1089,24682896531
1082,30619067695
1080,08239526939
1079,10422906126
1079,10422906126
1080,39487291705
1084,68789475965
1087,32576224735
1093,61218521819
1098,24504857242
1109,84012919787
1119,23357483187
1132,57542214756
1142,4239995517
1153,8381630012
1170,38076518028
1195,71870670008
1220,53488590668
1244,78421239443
1264,59020126117
1297,97648611682
1336,22087805356
1363,31756721517
1384,34134138876
1400,52870867165
1432,60222834004
1460,79908437953
1496,26093047534
1541,51643681522
1599,61556054746
1650,87685289852
1680,7860367909
1718,2346470277
1758,9744141261
1791,09769130978
1822,09613019996
1867,5489080956
1924,10903340844
1961,1535070231
1996,84063932562
2078,28746857675
2114,40299154334
2196,81070496441
