402,503579145493
402,503579145493
403,435416492021
406,354140645122
408,691844633546
410,967946295417
417,467008189735
425,355650010283
436,489470562207
446,248883549977
453,915695892413
462,686153461143
472,298072009499
487,301238277304
502,329486109275
521,013461167684
535,783219850585
545,761874827613
570,484238022969
599,912056119877
619,817989695383
644,058765232034
664,390836592699
693,335311044176
726,36922576478
755,026810701134
776,084770117628
818,523947198511
853,010681907043
869,164397278165
890,727490390123
925,723243025998
949,908023049973
980,096019665095
1011,48882305812
1035,1515864887
1078,09012476526
1116,33946864024
1173,63934244148
1208,7218558322
1248,73587337472
1283,73595859048
1335,20186678879
1398,33748076475
1429,56045984892
1487,10460146652
1538,23409762282
1600,27146245807
1639,77250662649
1713,46647370019
1760,7099950987
1815,33075146497
1892,76661492574
1954,25521825821
2037,68297923027
2113,94666206147
2203,90971176354
2245,96850796002
2315,36906430102
2349,87581167081
2412,7992043215
2478,94646229873
2558,90119080253
2655,72713730271
2701,95623323957
2759,1116370756
2820,55297168827
2915,74579847676
2956,85758922803
2999,64062413263
3112,22770847796
3171,59918690331
3250,70874240516
3315,06975339264
3376,17227930218
3445,81509695531
3531,81463922175
3632,76089816096
3745,86654802826
3854,74348309905
3963,67514756836
4083,58361371081
4143,61837077409
4277,48321443706
4392,97712230703
4447,25325152281
4511,86747089427
4579,08306193652
4700,97585486838
4834,6553729411
4932,50243021138
5003,8307896678
5116,76018293694
5250,2504363259
5369,93481681965
5424,90025614644
5517,42809240666
5588,1547648816
5709,46214053704
5844,70286051135
5942,73705824511
6051,16539271966
6101,27927299443
6203,38510304331
6261,55666541822
6377,55711865939
6484,19673734516
6554,08915167219
6615,4000811286
6733,77926612269
6811,99093984224
6913,13921669646
7001,49604732785
7099,63810007616
7156,28076519283
7234,04482737942
7321,1553180513
7389,99983949329
7474,94881745867
7539,50118203936
7605,64454575308
7658,14137846431
7704,70254488096
7767,77919938272
7823,30325862367
7873,48005976976
7926,32954957467
7993,55277673249
8073,43068976686
8130,22970608293
8188,86958501871
8227,11827803788
8295,67455821471
8371,69451623459
8418,5245000228
8474,44318495123
8539,14262368461
8593,24181359828
8630,31351741083
8663,01918978919
8704,18565131558
8729,99526627777
8780,49138062528
8822,25592321383
8858,52339585115
8918,41230578519
8953,39846906205
8980,84776804927
9017,40202214087
9058,62162340214
9080,39441812182
9104,33080738769
9147,5258221753
9173,52058394227
9196,10799249961
9212,61625573938
9249,60918677074
9282,0136165556
9313,09613698127
9344,77358571865
9373,16604887206
9404,80275639739
9432,22807914046
9452,75728161033
9479,16615074256
9493,54962990734
9513,92760143205
9537,12611440514
9553,47529949111
9572,99526307511
9590,5649774232
9602,84717912842
9617,35390974941
9624,01256192276
9632,07245016983
9637,59054639835
9645,67644252346
9648,58637390387
9652,10671529144
9654,26695282694
9655,42285402249
9655,42285402249
9654,05011765823
9652,38736104203
9649,60865285412
9647,33834063796
9642,02164089558
9636,81963243375
9632,67789984662
9621,35923863091
9613,96436311827
9602,92302940308
9591,25973758348
9578,15656935246
9569,37165230356
9554,75704134174
9539,16376151004
9520,35109180354
9510,55930088121
9481,44003127124
9466,05056773508
9437,68950690487
9418,16358432633
9382,64384033619
9364,30470705053
9328,90456298601
9293,22299391959
9262,35208419004
9228,88339992769
9212,80951699271
9194,71912529489
9154,62401837586
9118,86775347456
9081,19404648177
9039,42487536827
8994,54330168334
8944,91088474632
8905,12224033016
8876,65596576408
8830,94672182362
8777,13649874706
8752,16832446994
8723,41505396677
8663,24098662186
8618,62934626991
8579,51806404297
8524,86863754375
8476,6331693036
